State,Senator_x,First Name_x,Last Name,Official Senator Twitter Id,Senate Staff Twitter Id,Campaign/Other ID,Facebook (WIP),address,bioguide_id,class,email,First Name_y,leadership_position,member_full,party,phone,state,website,Senator_y,Abr.,Capital,Screen Name,Preferred Name,Image,Time,Description,Link,Text,Verified?,account_type,DateTime,Date,Address
Kentucky,Mitch McConnell,Mitch,McConnell,@SenateMajLdr,@McConnellPress,@Team_Mitch,,317 Russell Senate Office Building Washington DC 20510,M000355,Class II,http://www.mcconnell.senate.gov/public/index.cfm?p=contact,Mitch,Majority Leader,McConnell (R-KY),R,(202) 224-2541,KY,http://www.mcconnell.senate.gov/,Mitch McConnell,KY,Frankfort,,,,,,,,,,,,
New Jersey,Bob Menendez,Bob,Menendez,@SenatorMenendez,,@Menendez4NJ,,528 Hart Senate Office Building Washington DC 20510,M000639,Class I,https://www.menendez.senate.gov/contact,Robert,,Menendez (D-NJ),D,(202) 224-4744,NJ,http://www.menendez.senate.gov/,Robert Menendez,NJ,Trenton,,,,,,,,,,,,
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,23:53:46,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/896520112978538496,".@realDonaldTrump, our country needs more than tepid statements, false equivalencies and tone deaf platitudes. #Charlottesville",FALSE,Other/Campaign,2017-08-12 23:53:46,2017-08-12,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,15:55:32,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/896399764115390464,America needs to be better than hate. https://t.co/PW46w9ajcY,FALSE,Other/Campaign,2017-08-12 15:55:32,2017-08-12,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@SenJeffMerkley,Senator Jeff Merkley,http://pbs.twimg.com/profile_images/873324219630854144/-7ZzOONo_normal.jpg,17:28:32,U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1,https://twitter.com/i/web/status/896423168067477504,Deeply disturbed by #Charlottesville white supremacist rally. Hate and intolerance have no place in our society.,TRUE,Official,2017-08-12 17:28:32,2017-08-12,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,1:37:21,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/897270956200034304,Denouncing racism is the low bar for human decency. We must do more. My thoughts on #Charlottesville and our future: https://t.co/zs0CkJqbVU,FALSE,Other/Campaign,2017-08-15 1:37:21,2017-08-15,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,1:46:03,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/897273148315287553,Pilot Lt. H. Jay Cullen &amp; Trooper Pilot Berke M.M. Bates died in honor protecting Charlottesville. Our sympathy to… https://t.co/gkuietISgs,FALSE,Other/Campaign,2017-08-15 1:46:03,2017-08-15,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,20:56:47,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/897200352537305089,"RT @OregonGovBrown: My heart goes out to #Charlottesville. Such display of hate, violence, and racism is an affront on our Americans values…",FALSE,Other/Campaign,2017-08-14 20:56:47,2017-08-14,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,22:08:35,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/897218420638457859,"RT @takesthecake: Downtown Salem, Oregon, right now. #Charlottesville #Solidarity https://t.co/839Jd2HAH6",FALSE,Other/Campaign,2017-08-14 22:08:35,2017-08-14,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,21:34:20,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/896485024198836224,"We must stand united against the racism, hatred and violence exhibited by white supremacists in #Charlottesville.",FALSE,Other/Campaign,2017-08-12 21:34:20,2017-08-12,"Salem, OR"
Oregon,Jeff Merkley,Jeff,Merkley,@SenJeffMerkley,,@JeffMerkley,,313 Hart Senate Office Building Washington DC 20510,M001176,Class II,http://www.merkley.senate.gov/contact/,Jeff,,Merkley (D-OR),D,(202) 224-3753,OR,http://www.merkley.senate.gov,Jeff Merkley,OR,Salem,@JeffMerkley,Jeff Merkley,http://pbs.twimg.com/profile_images/463097486878339072/oldi9alb_normal.jpeg,21:54:12,Senator Jeff Merkley puts Oregon's priorities first. Official Campaign account for Jeff Merkley for Oregon. Tweets by Jeff are signed -JM.,https://twitter.com/i/web/status/897214800157081600,We should all strive to live our lives like Heather – with courage and compassion. #Charlottesville https://t.co/J6myWLFY84,FALSE,Other/Campaign,2017-08-14 21:54:12,2017-08-14,"Salem, OR"
Kansas,Jerry Moran,Jerry,Moran,@JerryMoran,,@moranforkansas,,521 Dirksen Senate Office Building Washington DC 20510,M000934,Class III,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,Jerry,,Moran (R-KS),R,(202) 224-6521,KS,http://www.moran.senate.gov,Jerry Moran,KS,Topeka,@JerryMoran,Jerry Moran,http://pbs.twimg.com/profile_images/834123788153397248/8XI1dcQL_normal.jpg,17:09:48,Proud to represent Kansans in the United States Senate,https://twitter.com/i/web/status/896780840616808448,What happened in #Charlottesville is a sobering reminder of the hateful element that exists in America. Bigotry &amp; racism have no place here.,TRUE,Official,2017-08-13 17:09:48,2017-08-13,"Topeka, KS"
Alaska,Lisa Murkowski,Lisa,Murkowski,@lisamurkowski,,@Lisa4Senate,SenLisaMurkowski,522 Hart Senate Office Building Washington DC 20510,M001153,Class III,https://www.murkowski.senate.gov/public/index.cfm/contact,Lisa,,Murkowski (R-AK),R,(202) 224-6665,AK,http://www.murkowski.senate.gov/,Lisa Murkowski,AK,Juneau,,,,,,,,,,,,
Connecticut,Christopher Murphy,Christopher,Murphy,@ChrisMurphyCT,,,,136 Hart Senate Office Building Washington DC 20510,M001169,Class I,http://www.murphy.senate.gov/contact,Christopher,,Murphy (D-CT),D,(202) 224-4041,CT,http://www.murphy.senate.gov/,Christopher Murphy,CT,Hartford,@ChrisMurphyCT,Chris Murphy,http://pbs.twimg.com/profile_images/871076844904361985/7NorOQHB_normal.jpg,1:16:03,"U.S. Senator, Connecticut.",https://twitter.com/i/web/status/896903209288998913,"Hundreds of people turned out, on almost no notice, to the Charlottesville vigil in Willimantic. Warmed my heart to… https://t.co/fxznb7KJgP",TRUE,Official,2017-08-14 1:16:03,2017-08-14,"Hartford, CT"
Connecticut,Christopher Murphy,Christopher,Murphy,@ChrisMurphyCT,,,,136 Hart Senate Office Building Washington DC 20510,M001169,Class I,http://www.murphy.senate.gov/contact,Christopher,,Murphy (D-CT),D,(202) 224-4041,CT,http://www.murphy.senate.gov/,Christopher Murphy,CT,Hartford,@ChrisMurphyCT,Chris Murphy,http://pbs.twimg.com/profile_images/871076844904361985/7NorOQHB_normal.jpg,20:28:32,"U.S. Senator, Connecticut.",https://twitter.com/i/web/status/896830854722465792,"Walking through ""Victorian Willimantic"" on my way to the rally for Charlottesville. Then my town hall at ECSU at 5:… https://t.co/xC6OyTgmxY",TRUE,Official,2017-08-13 20:28:32,2017-08-13,"Hartford, CT"
Washington,Patty Murray,Patty,Murray,@PattyMurray,,@MurrayCampaign,,154 Russell Senate Office Building Washington DC 20510,M001111,Class III,http://www.murray.senate.gov/public/index.cfm/contactme,Patty,Assistant Democratic Leader,Murray (D-WA),D,(202) 224-2621,WA,http://www.murray.senate.gov/,Patty Murray,WA,Olympia,@PattyMurray,Senator Patty Murray,http://pbs.twimg.com/profile_images/430384292917555200/ULj2LMsW_normal.jpeg,17:03:39,Official account of U.S. Senator Patty Murray (D-WA) | Tweets come from staff unless signed “-PM” by Senator Murray | RT≠endorsement,https://twitter.com/i/web/status/896416904360804352,What we're seeing in #Charlottesville is unacceptable. I join those in condemning these terrible acts of hatred &amp; bigotry. ​-PM,TRUE,Official,2017-08-12 17:03:39,2017-08-12,"Olympia, WA"
Florida,Bill Nelson,Bill,Nelson,@SenBillNelson,,@NelsonForSenate,,716 Hart Senate Office Building Washington DC 20510,N000032,Class I,https://www.billnelson.senate.gov/contact-bill,Bill,,Nelson (D-FL),D,(202) 224-5274,FL,http://www.billnelson.senate.gov/,Bill Nelson,FL,Tallahassee,,,,,,,,,,,,
Kentucky,Rand Paul,Rand,Paul,@RandPaul,,@Team_Rand,,167 Russell Senate Office Building Washington DC 20510,P000603,Class III,https://www.paul.senate.gov/connect/email-rand,Rand,,Paul (R-KY),R,(202) 224-4343,KY,http://www.paul.senate.gov,Rand Paul,KY,Frankfort,,,,,,,,,,,,
Georgia,David Perdue,David,Perdue,@SenDavidPerdue,,@Perduesenate,,455 Russell Senate Office Building Washington DC 20510,P000612,Class II,https://www.perdue.senate.gov/connect/email,David,,Perdue (R-GA),R,(202) 224-3521,GA,http://www.perdue.senate.gov,David Perdue,GA,Atlanta,,,,,,,,,,,,
Michigan,Gary Peters,Gary,Peters,@SenGaryPeters,,@Peters4Michigan,,724 Hart Senate Office Building Washington DC 20510,P000595,Class II,https://www.peters.senate.gov/contact/email-gary,Gary,,Peters (D-MI),D,(202) 224-6221,MI,http://www.peters.senate.gov,Gary Peters,MI,Lansing,@SenGaryPeters,Senator Gary Peters,http://pbs.twimg.com/profile_images/565664435516506115/a_4YIiVj_normal.jpeg,19:16:05,U.S. Senator proudly representing the state of Michigan.,https://twitter.com/i/web/status/896450235257552900,Racism &amp; hatred displayed in Charlottesville go against our nation's values. We must stand together to condemn these hateful actions,TRUE,Official,2017-08-12 19:16:05,2017-08-12,"Lansing, MI"
Michigan,Gary Peters,Gary,Peters,@SenGaryPeters,,@Peters4Michigan,,724 Hart Senate Office Building Washington DC 20510,P000595,Class II,https://www.peters.senate.gov/contact/email-gary,Gary,,Peters (D-MI),D,(202) 224-6221,MI,http://www.peters.senate.gov,Gary Peters,MI,Lansing,@Peters4Michigan,Gary Peters,http://pbs.twimg.com/profile_images/530406116312612864/z8topc_h_normal.jpeg,23:10:15,"Proud husband and father of three, five generations in MI, 20+ years in business, 10+ years in the U.S. Navy Reserve, fighter for the middle class",https://twitter.com/i/web/status/896509162603130885,Racism reared its ugly head in #Charlottesville. We must condemn hatred &amp; violence from white supremacists—our country is better than this.,TRUE,Other/Campaign,2017-08-12 23:10:15,2017-08-12,"Lansing, MI"
Ohio,Rob Portman,Rob,Portman,@SenRobPortman,@PortmanPress,@robportman,,448 Russell Senate Office Building Washington DC 20510,P000449,Class III,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,Rob,,Portman (R-OH),R,(202) 224-3353,OH,http://www.portman.senate.gov,Rob Portman,OH,Columbus,@senrobportman,Rob Portman,http://pbs.twimg.com/profile_images/494254882728071168/tDV7lz9j_normal.jpeg,17:53:08,United States Senator from the Buckeye State.,https://twitter.com/i/web/status/896429356209377281,Hate and bigotry have no place in our society. #Charlottesville,TRUE,Official,2017-08-12 17:53:08,2017-08-12,"Columbus, OH"
Ohio,Rob Portman,Rob,Portman,@SenRobPortman,@PortmanPress,@robportman,,448 Russell Senate Office Building Washington DC 20510,P000449,Class III,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,Rob,,Portman (R-OH),R,(202) 224-3353,OH,http://www.portman.senate.gov,Rob Portman,OH,Columbus,@senrobportman,Rob Portman,http://pbs.twimg.com/profile_images/494254882728071168/tDV7lz9j_normal.jpeg,19:14:57,United States Senator from the Buckeye State.,https://twitter.com/i/web/status/896812334571810816,Praying for the victims &amp; their families from the tragedy in Charlottesville. And I am thankful for our law enforcement across the country.,TRUE,Official,2017-08-13 19:14:57,2017-08-13,"Columbus, OH"
Ohio,Rob Portman,Rob,Portman,@SenRobPortman,@PortmanPress,@robportman,,448 Russell Senate Office Building Washington DC 20510,P000449,Class III,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,Rob,,Portman (R-OH),R,(202) 224-3353,OH,http://www.portman.senate.gov,Rob Portman,OH,Columbus,@senrobportman,Rob Portman,http://pbs.twimg.com/profile_images/494254882728071168/tDV7lz9j_normal.jpeg,22:35:41,United States Senator from the Buckeye State.,https://twitter.com/i/web/status/896500463155150849,The tragedy in Charlottesville this afternoon was domestic terrorism. We must all condemn hatred and white nationalism.,TRUE,Official,2017-08-12 22:35:41,2017-08-12,"Columbus, OH"
Rhode Island,Jack Reed,Jack,Reed,@SenJackReed,,,,728 Hart Senate Office Building Washington DC 20510,R000122,Class II,https://www.reed.senate.gov/contact/,Jack,,Reed (D-RI),D,(202) 224-4642,RI,http://www.reed.senate.gov/,Jack Reed,RI,Providence,@SenJackReed,Senator Jack Reed,http://pbs.twimg.com/profile_images/611042380846907393/L-JV9zuJ_normal.jpg,15:36:40,Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed.,https://twitter.com/i/web/status/896395016981159936,"I condemn the disgraceful #Charlottesville bigotry parade &amp; urge all Americans to do the same, including President Trump. #WeShallOvercome",TRUE,Official,2017-08-12 15:36:40,2017-08-12,"Providence, RI"
Idaho,Jim Risch,Jim,Risch,@SenatorRisch,,@JimRisch,,483 Russell Senate Office Building Washington DC 20510,R000584,Class II,http://www.risch.senate.gov/public/index.cfm?p=Email,James,,Risch (R-ID),R,(202) 224-2752,ID,http://www.risch.senate.gov,James Risch,ID,Boise,@SenatorRisch,Senator Jim Risch,http://pbs.twimg.com/profile_images/3161364149/32f2f83385840438a393070a7e426bde_normal.jpeg,20:27:05,United States Senator Jim Risch (R-ID),https://twitter.com/i/web/status/897192878224560128,(1/3) The hateful acts of racism we witnessed in Charlottesville this weekend are reprehensible and I condemn them in the strongest terms.,TRUE,Official,2017-08-14 20:27:05,2017-08-14,"Boise, ID"
Kansas,Pat Roberts,Pat,Roberts,@SenPatRoberts,,@PatRoberts2014,,109 Hart Senate Office Building Washington DC 20510,R000307,Class II,https://www.roberts.senate.gov/public/?p=EmailPat,Pat,,Roberts (R-KS),R,(202) 224-4774,KS,http://www.roberts.senate.gov/,Pat Roberts,KS,Topeka,,,,,,,,,,,,
South Dakota,Mike Rounds,Mike,Rounds,@SenatorRounds,,@RoundsforSenate,,502 Hart Senate Office Building Washington DC 20510,R000605,Class II,https://www.rounds.senate.gov/contact/email-mike,Mike,,Rounds (R-SD),R,(202) 224-5842,SD,http://www.rounds.senate.gov,Mike Rounds,SD,Pierre,@SenatorRounds,Senator Mike Rounds,http://pbs.twimg.com/profile_images/555794520311205888/sdPOdu4L_normal.jpeg,22:48:05,U.S. Senator for South Dakota,https://twitter.com/i/web/status/897228360207572993,Thoughts &amp; prayers to the victims in Charlottesville. There is no place in America for the hatred &amp; evil of neo-Nazi’s &amp; white supremacists.,TRUE,Official,2017-08-14 22:48:05,2017-08-14,"Pierre, SD"
Florida,Marco Rubio,Marco,Rubio,@marcorubio,@SenRubioPress,,,284 Russell Senate Office Building Washington DC 20510,R000595,Class III,http://www.rubio.senate.gov/public/index.cfm/contact,Marco,,Rubio (R-FL),R,(202) 224-3041,FL,http://www.rubio.senate.gov,Marco Rubio,FL,Tallahassee,@marcorubio,Marco Rubio,http://pbs.twimg.com/profile_images/676932291885727744/02ydNw0Y_normal.jpg,13:32:09,US Senator for Florida. Follow @SenRubioPress for more updates.,https://twitter.com/i/web/status/896001292669255680,"Seeing Hope for Flagging Economy, West Virginia Revamps Vocational Track https://t.co/3prjGb8nvd",TRUE,Official,2017-08-11 13:32:09,2017-08-11,"Tallahassee, FL"
Florida,Marco Rubio,Marco,Rubio,@marcorubio,@SenRubioPress,,,284 Russell Senate Office Building Washington DC 20510,R000595,Class III,http://www.rubio.senate.gov/public/index.cfm/contact,Marco,,Rubio (R-FL),R,(202) 224-3041,FL,http://www.rubio.senate.gov,Marco Rubio,FL,Tallahassee,@marcorubio,Marco Rubio,http://pbs.twimg.com/profile_images/676932291885727744/02ydNw0Y_normal.jpg,21:30:11,US Senator for Florida. Follow @SenRubioPress for more updates.,https://twitter.com/i/web/status/896483980857532416,"Very important for the nation to hear @potus describe events in #Charlottesville for what they are, a terror attack by #whitesupremacists",TRUE,Official,2017-08-12 21:30:11,2017-08-12,"Tallahassee, FL"
Vermont,Bernie Sanders,Bernie,Sanders,@SenSanders,,@FriendsOfBernie,,332 Dirksen Senate Office Building Washington DC 20510,S000033,Class I,http://www.sanders.senate.gov/contact/,Bernard,,Sanders (I-VT),I,(202) 224-5141,VT,http://www.sanders.senate.gov/,Bernard Sanders,VT,Montpelier,@SenSanders,Bernie Sanders,http://pbs.twimg.com/profile_images/794619281271033856/Fs0QQaH7_normal.jpg,18:43:32,"Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",https://twitter.com/i/web/status/897166816052736001,"Our condolences go out to the family of Heather D. Heyer who was killed by a terrorist in Charlottesville...
https://t.co/la1CEe6hyh",TRUE,Official,2017-08-14 18:43:32,2017-08-14,"Montpelier, VT"
Vermont,Bernie Sanders,Bernie,Sanders,@SenSanders,,@FriendsOfBernie,,332 Dirksen Senate Office Building Washington DC 20510,S000033,Class I,http://www.sanders.senate.gov/contact/,Bernard,,Sanders (I-VT),I,(202) 224-5141,VT,http://www.sanders.senate.gov/,Bernard Sanders,VT,Montpelier,@SenSanders,Bernie Sanders,http://pbs.twimg.com/profile_images/794619281271033856/Fs0QQaH7_normal.jpg,17:15:21,"Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",https://twitter.com/i/web/status/896419851497074689,The white nationalist demonstration in #Charlottesville is a reprehensible display of racism and hatred that has no place in our society.,TRUE,Official,2017-08-12 17:15:21,2017-08-12,"Montpelier, VT"
Nebraska,Ben Sasse,Ben,Sasse,@SenSasse,@BenSasse,@Sasse4Senate,,136 Russell Senate Office Building Washington DC 20510,S001197,Class II,http://www.sasse.senate.gov/public/index.cfm/email-ben,Ben,,Sasse (R-NE),R,(202) 224-4224,NE,http://www.sasse.senate.gov,Ben Sasse,NE,Lincoln,,,,,,,,,,,,
Hawaii,Brian Schatz,Brian,Schatz,@brianschatz,@SenBrianSchatz,@SchatzforHawaii,,722 Hart Senate Office Building Washington DC 20510,S001194,Class III,https://www.schatz.senate.gov/contact,Brian,,Schatz (D-HI),D,(202) 224-3934,HI,http://www.schatz.senate.gov,Brian Schatz,HI,Honolulu,@brianschatz,Brian Schatz,http://pbs.twimg.com/profile_images/840179285440757761/McwUAXF8_normal.jpg,2:13:48,United States Senator from Hawaii. Dad. Climate Hawk. Tech Advocate. Appropriator. Chief Deputy Whip.,https://twitter.com/i/web/status/896555353453740036,RT @CNORichardson: Events in Charlottesville unacceptable &amp; musnt be tolerated @USNavy forever stands against intolerance &amp; hatred...https:…,TRUE,Official,2017-08-13 2:13:48,2017-08-13,"Honolulu, HI"
New York,Chuck Schumer,Chuck,Schumer,@SenSchumer,,@chuckschumer,,322 Hart Senate Office Building Washington DC 20510,S000148,Class III,https://www.schumer.senate.gov/contact/email-chuck,Charles,Democratic Leader,Schumer (D-NY),D,(202) 224-6542,NY,http://www.schumer.senate.gov/,Charles Schumer,NY,Albany,@SenSchumer,Chuck Schumer,http://pbs.twimg.com/profile_images/623955176131575808/zWzgRP4C_normal.jpg,16:29:22,Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,https://twitter.com/i/web/status/896408278057590784,March &amp; rally in Charlottesville against everything the flag stands for. President Trump must condemn in strongest terms immediately.,TRUE,Official,2017-08-12 16:29:22,2017-08-12,"Albany, NY"
New York,Chuck Schumer,Chuck,Schumer,@SenSchumer,,@chuckschumer,,322 Hart Senate Office Building Washington DC 20510,S000148,Class III,https://www.schumer.senate.gov/contact/email-chuck,Charles,Democratic Leader,Schumer (D-NY),D,(202) 224-6542,NY,http://www.schumer.senate.gov/,Charles Schumer,NY,Albany,@SenSchumer,Chuck Schumer,http://pbs.twimg.com/profile_images/623955176131575808/zWzgRP4C_normal.jpg,17:57:18,Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,https://twitter.com/i/web/status/896430407872389121,"Of course we condemn ALL that hate stands for. Until @POTUS specifically condemns alt-right action in Charlottesville, he hasnt done his job",TRUE,Official,2017-08-12 17:57:18,2017-08-12,"Albany, NY"
New York,Chuck Schumer,Chuck,Schumer,@SenSchumer,,@chuckschumer,,322 Hart Senate Office Building Washington DC 20510,S000148,Class III,https://www.schumer.senate.gov/contact/email-chuck,Charles,Democratic Leader,Schumer (D-NY),D,(202) 224-6542,NY,http://www.schumer.senate.gov/,Charles Schumer,NY,Albany,@SenSchumer,Chuck Schumer,http://pbs.twimg.com/profile_images/623955176131575808/zWzgRP4C_normal.jpg,3:39:20,Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,https://twitter.com/i/web/status/896576880891002880,Praying also tonight for the families &amp; friends of VA Troopers Cullen &amp; Bates who died in a helicopter that was monitoring the rally area.,TRUE,Official,2017-08-13 3:39:20,2017-08-13,"Albany, NY"
South Carolina,Tim Scott,Tim,Scott,@SenatorTimScott,,@votetimscott,,717 Hart Senate Office Building Washington DC 20510,S001184,Class III,https://www.scott.senate.gov/contact/email-me,Tim,,Scott (R-SC),R,(202) 224-6121,SC,http://www.scott.senate.gov/,Tim Scott,SC,Columbia,@SenatorTimScott,Tim Scott,http://pbs.twimg.com/profile_images/747875631820603392/IPwQ2WC9_normal.jpg,22:18:12,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,https://twitter.com/i/web/status/896496062369640448,Domestic terror in #Charlottesville must be condemned by https://t.co/3gbI2ZFxr5. Otherwise hate is simply emboldened.,TRUE,Official,2017-08-12 22:18:12,2017-08-12,"Columbia, SC"
South Carolina,Tim Scott,Tim,Scott,@SenatorTimScott,,@votetimscott,,717 Hart Senate Office Building Washington DC 20510,S001184,Class III,https://www.scott.senate.gov/contact/email-me,Tim,,Scott (R-SC),R,(202) 224-6121,SC,http://www.scott.senate.gov/,Tim Scott,SC,Columbia,@SenatorTimScott,Tim Scott,http://pbs.twimg.com/profile_images/747875631820603392/IPwQ2WC9_normal.jpg,20:59:04,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,https://twitter.com/i/web/status/897200925571469312,My statement on #Charlottesville: https://t.co/u0ETKWKWOl,TRUE,Official,2017-08-14 20:59:04,2017-08-14,"Columbia, SC"
South Carolina,Tim Scott,Tim,Scott,@SenatorTimScott,,@votetimscott,,717 Hart Senate Office Building Washington DC 20510,S001184,Class III,https://www.scott.senate.gov/contact/email-me,Tim,,Scott (R-SC),R,(202) 224-6121,SC,http://www.scott.senate.gov/,Tim Scott,SC,Columbia,@SenatorTimScott,Tim Scott,http://pbs.twimg.com/profile_images/747875631820603392/IPwQ2WC9_normal.jpg,22:16:11,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,https://twitter.com/i/web/status/896495557111418880,"We must ALL condemn domestic terror&amp;stand together against racism, hate and evils that if left unchecked will tear us apart #Charlottesville",TRUE,Official,2017-08-12 22:16:11,2017-08-12,"Columbia, SC"
South Carolina,Tim Scott,Tim,Scott,@SenatorTimScott,,@votetimscott,,717 Hart Senate Office Building Washington DC 20510,S001184,Class III,https://www.scott.senate.gov/contact/email-me,Tim,,Scott (R-SC),R,(202) 224-6121,SC,http://www.scott.senate.gov/,Tim Scott,SC,Columbia,@SenatorTimScott,Tim Scott,http://pbs.twimg.com/profile_images/747875631820603392/IPwQ2WC9_normal.jpg,21:00:38,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,https://twitter.com/i/web/status/896476545539289089,"We must stand together to condemn racism &amp; violence. We are the American family, and will not be divided by hate. #Charlottesville",TRUE,Official,2017-08-12 21:00:38,2017-08-12,"Columbia, SC"
