Oregonian ID,Site Name,Address,City,State,Lat,Long,Inspection conducted?,Inspection report available?,Inspection year,Lead present?,Earlier lead discovery reported,Highest lead level detected (ug),Where highest lead level detected?,Lead present outside range?,Notes,Had firing range?,Firing range use,Additional details
588,Lewistown,28 Armory Lane,Lewistown,Pennsylvania,40.6183115,-77.5511679,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Locker room,2003 report found 2500 ug on firing range wall.
589,Lock Haven,66 Armory Rd,Lock Haven,Pennsylvania,41.14326,-77.429218,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Storage/office space,2003 report found 93 ug on firing range floor.
590,Nanticoke,490 E Main ST,Nanticoke,Pennsylvania,41.2059804,-75.9959318,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Office,2003 report found 180 ug on office floor (former range).
591,New Castle,820 Frank AVE,New Castle,Pennsylvania,40.9800123,-80.3288414,No,No,2003,Unknown,Yes,,,Unknown,,Yes,"Gymnasium, basketball court","2003 report found 460,000 ug on ceiling of gym. Also high on floor (1,200 ug)."
592,Philadelphia 23rd St,22 S 23rd St,Philadelphia,Pennsylvania,39.9532922,-75.1784749,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Storage,"2003 report found 44,000 ug on an air vent. Contamination left behind on other surfaces, too: wall, floor, ceiling."
593,Philadelphia Lancaster Ave,320 Lancaster Ave,Philadelphia,Pennsylvania,40.002018,-75.279408,No,No,2002,Unknown,Yes,,,Unknown,,Yes,Storage,"2002 report found 110,000 ug on center floor of range. Contamination left behind on nearly every surface tested: walls, floor, ceiling."
594,Philadelphia Southampton Rd,2700 Southampton Rd,Philadelphia,Pennsylvania,40.1122838,-74.9879908,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Recently closed,"2003 report found 37,000 ug on wall of range. Contamination left behind on nearly every surface tested: walls, floor, ceiling."
595,Phoenixville,1159 Rapps Dam RD,Phoenixville,Pennsylvania,40.136959,-75.5553599,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Recently closed,"2003 report found 2,200 ug on wall of range. Also high on floor."
596,Pittsburgh Crane Ave,826 Crane AVE,Pittsburgh,Pennsylvania,40.4185276,-80.0276064,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Storage,"2003 report found 170 ug on a locker. All other tests found no lead levels > 200 ug, no cleanup work done."
597,Pittsburgh Hunt,324 Emerson St,Pittsburgh,Pennsylvania,40.45608,-79.924239,No,No,,Unknown,,,,Unknown,,Yes,Closed,
598,Plymouth,747 W Main ST,Plymouth,Pennsylvania,41.2351692,-75.9615316,No,No,1998,Unknown,Yes,,,Unknown,,Yes,,1998 report found 164 ug on floor of range.
599,Punxsutawney,461 N Findley ST,Punxsutawney,Pennsylvania,40.948028,-78.976872,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Storage/offices,2003 report found 360 ug on floor of range.
600,Ridgway,72 N BRD ST,Ridgway,Pennsylvania,41.423363,-78.729933,No,No,,Unknown,,,,Unknown,,Yes,,
601,Sellersville,225 E Park AVE,Sellersville,Pennsylvania,40.3596461,-75.3047594,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Recently closed,2003 report found 160000 ug on floor of range.
602,Sunbury,10222 N 7th ST,Sunbury,Pennsylvania,40.8677651,-76.7838724,No,No,,Unknown,,,,Unknown,,Yes,Armory no longer used,
603,Tamaqua,106 Ardmore Ave,Tamaqua,Pennsylvania,40.8256038,-75.9789675,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Storage,"2003 report found 2,800 ug on wall of range."
604,West Chester,226 N High St.,West Chester,Pennsylvania,39.9621328,-75.60659,No,No,,Unknown,,,,Unknown,,Yes,,
605,West Pittston,1308 Susquehanna Ave,West Pittston,Pennsylvania,41.3218634,-75.8020546,No,No,2003,Unknown,Yes,,,Unknown,,Yes,None,2003 report found 160 ug on wall of range.
606,Williamsport Penn St,1302 Penn ST,Williamsport,Pennsylvania,41.2540483,-76.9943564,No,No,,Unknown,,,,Unknown,,Yes,,
607,Williamstown,9207 US-209,Williamstown,Pennsylvania,40.5747232,-76.626416,No,No,2003,Unknown,Yes,,,Unknown,,Yes,,2003 report found 360 ug on floor of range.
608,York George St,369 N George St,York,Pennsylvania,39.9673,-76.7302,No,No,,Unknown,,,,Unknown,,Yes,,
609,Middletown Armory,106 Airport Access Road,Middletown,Rhode Island,41.530444,-71.2855359,Yes,Yes,2012,Yes,,"130,000",Electrical box in former firing range,Unknown,,Yes,Storage,"Report: ""This result raises a question on the effectiveness of the firing range decommissioning final cleaning. Decommissioning was done circa 1995."""
610,Bristol Armory,135 State St,Bristol,Rhode Island,41.6714927,-71.2732087,No,No,,Unknown,,,,Unknown,,Yes,,"Testing planned in 2016, Col. Peter Parente said."
611,Schofield Armory,705 New London Ave,Cranston,Rhode Island,41.7563812,-71.4620371,No,No,,Unknown,,,,Unknown,,Yes,,"Testing planned in 2016, Col. Peter Parente said."
612,Warren Armory,42 Baker St or 11 Jefferson St,Warren,Rhode Island,41.728959,-71.283015,No,No,,Unknown,,,,Unknown,,Yes,,"Testing planned in 2016, Col. Peter Parente said."
613,Warwick Armory,,Warwick,Rhode Island,41.7001009,-71.4161671,No,No,,Unknown,,,,Unknown,,Yes,,"Testing planned in 2016, Col. Peter Parente said."
614,Dillon Readiness Center,1119 SC-34,Dillon,South Carolina,34.4187207,-79.3867626,Yes,Yes,2012,Yes,,42,"Storage/office area, formerly firing range",Unknown,,Yes,Locker room,
615,Varnville Readiness Center,Airport RD,Varnville,South Carolina,32.863828,-81.08435,Yes,Yes,2012,Yes,,67,"Storage room, formerly firing range",Unknown,,Yes,Office,
616,Laurens Readiness Center,4171 Torrington RD,Laurens,South Carolina,34.5086209,-81.9477478,Yes,Yes,2012,Yes,,84,Firing range,Unknown,,Yes,Office,
617,West Columbia Readiness Center,Platt Springs Rd,West Columbia,South Carolina,33.952656,-81.129012,Yes,Yes,2012,Yes,,85,Firing range,Unknown,,Yes,Storage,
618,Clinton Readiness Center,18040 SC-72,Clinton,South Carolina,34.4851196,-81.8573206,Yes,Yes,2015,Yes,,90,"Storage room, back right corner wall",Unknown,,Yes,Office/library,
621,Edgefield Readiness Center,220 Evans St,Edgefield,South Carolina,33.7864475,-81.9170211,Yes,Yes,2012,Yes,,112,Converted firing range,Unknown,,Yes,Office/conference room,
622,Columbia Readiness Center JFHQ,1 National Guard Rd,Columbia,South Carolina,33.968091,-81.01887,Yes,Yes,2013,Yes,,135,Firing range,Unknown,,Yes,Rifle range (no Authorized Use),
623,Congaree Readiness Center,1325 S Carolina RD,Eastover,South Carolina,33.9379403,-80.8005991,Yes,Yes,2012,Yes,,145,Firing range,Unknown,,Yes,Storage/office,
624,McCormick Readiness Center,715 State Rd S-33-133,McCormick,South Carolina,33.918608,-82.301833,Yes,Yes,2012,Yes,,150,Firing range,Unknown,,Yes,Storage,
625,Florence Readiness Center,400 S Greer Rd,Florence,South Carolina,34.1928781,-79.7091805,Yes,Yes,2012,Yes,,163,Right side floor outside of trap area,Unknown,,Yes,Storage,
626,Belton Readiness Center (Divested),700 Blue Ridge Rd.,Belton,South Carolina,34.5234381,-82.5110168,Yes,Yes,2012,Yes,,203,Bottom left of wall in front of trap,Unknown,,Yes,Storage,
627,Greenwood Readiness Center,2116 Kateway,Greenwood,South Carolina,34.205556,-82.124848,Yes,Yes,2012,Yes,,261,Bottom left of bullet trap,Unknown,,Yes,Storage,
628,Chester Readiness Center,1025 Armory RD,Chester,South Carolina,34.7394674,-81.2073203,Yes,Yes,2012,Yes,,281,Center of floor near trap,Unknown,,Yes,Storage,
629,Lancaster Readiness Center,803 Nicols Rd,Lancaster,South Carolina,34.718834,-80.747846,No,No,2011,Unknown,Yes,,,Unknown,,Yes,Storage,2011 report found 310 ug on firing range.
630,Graniteville Readiness Center,365 Bettis Academy RD,Graniteville,South Carolina,33.590598,-81.838136,Yes,Yes,2012,Yes,,330,Bottom right corner of bullet trap,Unknown,,Yes,Storage,
631,Sumter Readiness Center,395 N Pike W,Sumter,South Carolina,33.9486647,-80.3569603,Yes,Yes,2012,Yes,,390,Firing range,Unknown,,Yes,Locker room,
632,Andrews Readiness Center,401 W Main St,Andrews,South Carolina,33.4521175,-79.5677945,Yes,Yes,2012,Yes,,394,Right side wall center of firing range,Unknown,,Yes,Storage,
633,Abbeville Readiness Center,353 SC-28,Abbeville,South Carolina,34.1578912,-82.4050397,Yes,Yes,2012,Yes,,472,Firing range,Unknown,,Yes,Storage,
634,Georgetown Readiness Center,3777 S. Fraser St.,Georgetown,South Carolina,33.3392829,-79.3037792,Yes,Yes,2012,Yes,,562,Cage floor,Unknown,,Yes,Storage,
635,Hemingway Readiness Center,502 E Cribb Rd,Hemingway,South Carolina,33.7473122,-79.4460473,Yes,Yes,2012,Yes,,707,Center floor at exit of trap area,Unknown,,Yes,Locker room,
636,Clemson Readiness Center (old)(Divested),141 Pendleton Rd,Clemson,South Carolina,34.6752534,-82.8142398,Yes,Yes,2012,Yes,,"1,230","Left wall, center right",Unknown,,Yes,Storage,
637,Union Readiness Center,165 Industrial Park Rd,Union,South Carolina,34.723925,-81.6494203,Yes,Yes,2012,Yes,,"1,410",Firing range,Unknown,,Yes,Storage,
638,Myrtle Beach Readiness Center,501 19th S Ave,Myrtle Beach,South Carolina,33.8079614,-78.7047869,Yes,Yes,2012,Yes,,"2,190",Center floor entrance of trap,Unknown,,Yes,Storage,
639,Bennettsville Readiness Center,725 S Parsonage St,Bennettsville,South Carolina,34.6048562,-79.6737804,Yes,Yes,2012,Yes,,"2,320",Former firing range,Unknown,,Yes,Locker room,
640,Newberry Readiness Center,275 General Henderson Rd,Newberry,South Carolina,34.3202197,-81.5700204,Yes,Yes,2012,Yes,,"2,790",Firing range,Unknown,,Yes,Office/classroom,
641,Conway Readiness Center,1617 16th Ave,Conway,South Carolina,33.8393719,-79.0657488,Yes,Yes,2012,Yes,,"3,370",Right side backstop of trap,Unknown,,Yes,Storage,
642,Greer Readiness Center,105 S 577,Greer,South Carolina,34.926836,-82.214366,Yes,Yes,2012,Yes,,"3,440",Right corner floor nearest trap,Unknown,,Yes,Storage,
643,Allendale Readiness Center,368 Courthouse SQ,Allendale,South Carolina,33.013885,-81.306051,Yes,Yes,2012,Yes,,"3,740",Near bullet trap,Unknown,,Yes,Office/storage/classroom,
644,Camden Readiness Center,1100 Ehrenclou Dr,Camden,South Carolina,34.236269,-80.61529,Yes,Yes,2012,Yes,,"4,420","Firing range, right corner rear wall of trap",Unknown,,Yes,Storage,
645,Barnwell Readiness Center,10233 Marlboro Ave,Barnwell,South Carolina,33.2526034,-81.3588902,Yes,Yes,2012,Yes,,"7,480","Left wall, upper right corner of bullet trap area.",Unknown,,Yes,Office/storage/conference room,
646,Greenville Readiness Center,201 Perimeter RD,Greenville,South Carolina,34.7594057,-82.3809245,Yes,Yes,2012,Yes,,"8,470",Firing range,Unknown,,Yes,Storage,
647,Kingstree Readiness Center,747 Eastland Ave,Kingstree,South Carolina,33.6770187,-79.814548,Yes,Yes,2012,Yes,,"21,800",Near bullet trap,Unknown,,Yes,Storage,
648,Easley Readiness Center,107 Rockmont Rd,Easley,South Carolina,34.817332,-82.616095,Yes,Yes,2012,Yes,,"25,900",Bottom right of left wall by trap,Unknown,,Yes,Storage,
649,Saluda Readiness Center,107 Webb Rd,Saluda,South Carolina,34.0130557,-81.7851744,Yes,Yes,2012,Yes,,"55,600",Right side backstop wall of trap area,Unknown,,Yes,Locker room/classroom,
650,Orangeburg Readiness Center,1645 Stonewall Jackson Blvd,Orangeburg,South Carolina,33.4694944,-80.8517394,Yes,Yes,2012,Yes,,"58,100","Firing range, bullet trap area",Unknown,,Yes,Storage,
651,Clover Armory,301 Memorial DR,Clover,South Carolina,35.1007379,-81.2195445,Yes,Yes,2012,Yes,,"61,500",Left corner of floor nearest bullet trap,Unknown,,Yes,Other use,
652,Darlington Readiness Center,1764 Harry Byrd Hwy,Darlington,South Carolina,34.2996674,-79.9334026,Yes,Yes,2012,No,,,,No,,Yes,Storage,
653,Batesburg Readiness Center,206 Armory St,Batesburg,South Carolina,33.9176907,-81.5348701,No,No,,Unknown,,,,Unknown,,Yes,Classroom/locker room/storage,
654,Cheraw Readiness Center (Divested),US-1,Cheraw,South Carolina,34.6667464,-79.9039152,No,No,,Unknown,,,,Unknown,,Yes,Storage,
656,Fort Mill Readiness Center,,Fort Mill,South Carolina,35.006,-80.945,No,No,,Unknown,,,,Unknown,,Yes,Storage,
657,Hartsville Readiness Center,700 14th St,Hartsville,South Carolina,34.3593432,-80.0963228,No,No,,Unknown,,,,Unknown,,Yes,Storage,
658,Manning Readiness Center,2883 Raccoon Rd,Manning,South Carolina,33.6938298,-80.2416101,No,No,,Unknown,,,,Unknown,,Yes,Classroom/locker room/storage,
659,Marion Readiness Center,800 Green St,Marion,South Carolina,34.1689608,-79.3895544,No,No,,Unknown,,,,Unknown,,Yes,Storage,
660,Moncks Corner Readiness Center,320 Airport Dr,Moncks Corner,South Carolina,33.183364,-80.030668,No,No,,Unknown,,,,Unknown,,Yes,Storage,
661,Mount Pleasant Readiness Center,245 Mathis Ferry Rd,Mount Pleasant,South Carolina,32.8061563,-79.8913724,No,No,,Unknown,,,,Unknown,,Yes,Storage,
662,Mullins Readiness Center,1018 Gilchrist Rd,Mullins,South Carolina,34.2174615,-79.1961224,No,No,,Unknown,,,,Unknown,,Yes,Storage,
663,North Charleston Readiness Center,7220 Cross County Rd,North Charleston,South Carolina,32.9176424,-80.0668202,No,No,,Unknown,,,,Unknown,,Yes,Storage,
664,Rock Hill Readiness Center,126 Airport RD,Rock Hill,South Carolina,34.9817573,-81.0629865,No,No,,Unknown,,,,Unknown,,Yes,Storage,
665,Seneca Readiness Center,General Dozier Dr,Seneca,South Carolina,34.6916315,-82.9564078,No,No,,Unknown,,,,Unknown,,Yes,Storage,
666,Timmonsville Readiness Center,620 John G Rose Dr,Timmonsville,South Carolina,34.1314756,-79.9511945,No,No,,Unknown,,,,Unknown,,Yes,Storage,
667,Walterboro Readiness Center,849 Cottageville Hwy,Walterboro,South Carolina,32.912245,-80.637811,No,No,,Unknown,,,,Unknown,,Yes,Storage,
668,Wellford Readiness Center,910 Fort Prince Blvd,Wellford,South Carolina,34.9653769,-82.1083869,Yes,Yes,2013,No,,,,No,,Yes,Storage,Repeatedly tested firing range but didn't sample outside it.
669,Williamston Readiness Center (Divested),123 Gossett Drive,Williamston,South Carolina,34.6142778,-82.4798116,No,No,,Unknown,,,,Unknown,,Yes,Storage,Sold without being cleaned.
670,Brookings,300 5th St S,Brookings,South Dakota,44.3008017,-96.8001637,Yes,Yes,2014,No,,,,No,,Yes,Office space,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said."
671,Milbank,1001 E Park Ave,Milbank,South Dakota,45.2164299,-96.6248396,Yes,Yes,2014,Yes,,218,Old firing range: Storage for high school gym equipment,No,,Yes,Storage for high school gym,"Initial cleaning complete, still awaiting confirmation of results, Maj. Anthony Deiss said. Inspection found lead on floor outside firing range, on locker, vent, wall, vending machine. "
672,Sioux Falls,801 West National Guard DR,Sioux Falls,South Dakota,43.595401,-96.7315691,Yes,Yes,2014,Yes,,260,Range on black case,Yes,24 ug on food shelf; 11 ug on computer desk,Yes,"Computer room, storage","Initial cleaning was due to be finished in February, Maj. Anthony Deiss said. Lead also found (170 ug/sqft) in drill hall and in food storage area."
673,Flandreau,710 W Community Dr,Flandreau,South Dakota,44.0511202,-96.6044893,Yes,Yes,2014,Yes,,"2,228",Firing range floor,Yes,15 ug in drill hall at bullet trap hatch,Yes,Indoor firing range,"Initial cleaning was due to be finished in February, Maj. Anthony Deiss said. "
674,Rapid City (Range Road),3740 Range Rd,Rapid City,South Dakota,44.0757327,-103.2815423,Yes,Yes,2014,Yes,,"4,905",Table storage area in former firing range,Yes,"1,354 ug on drill hall ledge above former range",Yes,Table storage room,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said. "
675,Mitchell,5501 Airport Rd,Mitchell,South Dakota,43.7653951,-98.0395168,Yes,Yes,2014,Yes,,"27,023",Plenum room on wall,Yes,325 ug on drill hall electrical panel,Yes,Indoor firing range,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said. Inspection found 325 ug/sq ft of lead in drill hall."
676,De Smet,403 3rd St SW,De Smet,South Dakota,44.3856516,-97.5549692,Yes,Yes,2014,Yes,,"33,886",Firing range on floor,Yes,127 ug in hallway outside firing range,Yes,Indoor firing range,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said. "
677,Duke Corning,2823 W Main St,Rapid City,South Dakota,44.0818546,-103.2629795,Yes,Yes,2014,Yes,,"220,727",Ledge of plenum wall,Yes,"1,335 ug atop locker; 1,225 on vent duct above shower room door",Yes,Indoor firing range,"Initial cleaning complete, still awaiting confirmation of results, Maj. Anthony Deiss said. Inspection found lead on floor outside firing range, on locker, vent, wall, vending machine. "
678,Vermillion,603 Princeton St,Vermillion,South Dakota,42.785433,-96.938435,Yes,No,2015,Unknown,,,,Unknown,,Yes,Indoor firing range,"Initial cleaning was due to be finished in February, Maj. Anthony Deiss said"
679,Aberdeen,115 S Roosevelt ST,Aberdeen,South Dakota,45.4640935,-98.4535197,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said."
680,Sturgis,701 14th S,Sturgis,South Dakota,44.4190555,-103.5291439,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said."
681,Huron,1030 3rd St SW,Huron,South Dakota,44.3632826,-98.2317546,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said."
682,Belle Fourche,1202 Lawrence ST,Belle Fourche,South Dakota,44.6644076,-103.8420278,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said."
683,Madison,1302 Washington Ave. N,Madison,South Dakota,44.0170387,-97.109757,Yes,No,2015,Unknown,,,,Unknown,,Unknown,,"Fully cleaned, cleared and deemed safe for public use, Maj. Anthony Deiss said."
684,Mobridge,1014 Airport Rd,Mobridge,South Dakota,45.5447298,-100.4076792,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Initial cleaning complete, still awaiting confirmation of results, Maj. Anthony Deiss said. Inspection found lead on floor outside firing range, on locker, vent, wall, vending machine. "
685,Parkston,102B S Chapman Dr,Parkston,South Dakota,43.3947698,-97.9764328,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Initial cleaning complete, still awaiting confirmation of results, Maj. Anthony Deiss said. Inspection found lead on floor outside firing range, on locker, vent, wall, vending machine. "
686,Wagner,610 East Highway 46,Wagner,South Dakota,43.0816161,-98.2830321,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Initial cleaning complete, still awaiting confirmation of results, Maj. Anthony Deiss said. Inspection found lead on floor outside firing range, on locker, vent, wall, vending machine. "
687,Yankton,204 W 31st St,Yankton,South Dakota,42.9088648,-97.3901506,Yes,No,2015,Unknown,,,,Unknown,,Yes,,"Initial cleaning was due to be finished in February, Maj. Anthony Deiss said."
1165,Carthage,319 S Market,Carthage,Texas,32.1527934,-94.3392127,No,No,,Unknown,,,,Unknown,,Yes,Unused,
1166,Cuero,Rt 4 Box 120,Cuero,Texas,29.0938652,-97.2891568,No,No,,Unknown,,,,Unknown,,Yes,Unused,
1167,Eagle Pass,489 S Monroe St,Eagle Pass,Texas,28.70079,-100.499683,No,No,,Unknown,,,,Unknown,,Yes,Unused,
1168,Gatesville,3301 E Main St,Gatesville,Texas,31.4345706,-97.7136028,No,No,2004,Unknown,Yes,,,Unknown,,Yes,Unused,"2004 report found 27,000 ug on firing range floor. Low levels found in kitchen at serving line (11 ug/sq ft)."
1169,Gonzales,1814 St Joseph,Gonzales,Texas,29.5148499,-97.4587116,No,No,,Unknown,,,,Unknown,,Yes,Unused,
1170,Hillsboro,406 Hall St,Hillsboro,Texas,32.0053381,-97.1430362,No,No,,Unknown,,,,Unknown,,Yes,Occasional Storage,
1171,Lubbock,301 E Regis St Ste 1122,Lubbock,Texas,33.6432972,-101.8338839,No,No,,Unknown,,,,Unknown,,Yes,Storage,
1172,San Antonio #1,4255 IH 35N,San Antonio,Texas,30.2135668,-97.753843,No,No,,Unknown,,,,Unknown,,Yes,Unused,
1173,San Antonio #2,4800 Camp Bullis Rd,San Antonio,Texas,29.6315957,-98.5967676,No,No,,Unknown,,,,Unknown,,Yes,Equipment Storage,
1174,Sherman,1400 S Gribble,Sherman,Texas,33.625202,-96.591143,No,No,,Unknown,,,,Unknown,,Yes,Unused,
1175,Terrell,Lions Club Ln,Terrell,Texas,32.7401,-96.2964,No,No,,Unknown,,,,Unknown,,Yes,Unused,
1176,Angelton,1716 County Road 428,Angelton,Texas,29.15,-95.4106,No,No,2008,Unknown,,,,Unknown,,Yes,Unused,Lead found in firing range during 2004 inspection but 'no action' taken. No testing done in 2008.
1177,Atlanta,900 S Louis St,Atlanta,Texas,33.1061412,-94.1764182,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Unused,"2003 report found 57,000 on range backstop. Low levels found outside firing range: 12 ug/sq ft in drill hall and 13 ug/sq ft in kitchen."
1178,Austin,2200 W 35th St,Austin,Texas,30.313449,-97.766657,No,No,2004,Unknown,,,,Unknown,,Yes,Unused,Didn't survey for lead on surfaces. Testing showed the range was unsafe.
1179,Beaumont,3040 College St,Beaumont,Texas,30.070422,-94.117285,No,No,2009,Unknown,,,,Unknown,,Yes,Unused,Lead found in 2004 survey but not cleaned so no retesting in 2009.
1180,Bryan,1700 e 25th St,Bryan,Texas,30.666576,-96.355037,No,No,2007,Unknown,,,,Unknown,,Yes,Storage,No lead found in 2004 so no resampling done in 2007.
1181,Coleman,2709 S Commercial Ave.,Coleman,Texas,31.8066298,-99.4230531,No,No,2003,No,Yes,,,Unknown,,Yes,Unused,2003 report found 17900 ug in firing range.
1182,Columbus,101 Legion Dr,Columbus,Texas,29.7061293,-96.5538335,No,No,2004,Unknown,Yes,,,Unknown,,Yes,Unused,"2004 report found 23,000 on firing range floor. Lead found (77 ug/sq ft) atop soda machine in drill hall."
1183,Corpus Christi,1930 Horne Rd,Corpus Christi,Texas,27.7552227,-97.4247857,Yes,Yes,2012,Yes,,137,Weapons vault,No,102 ug on firing range floor,Yes,Training area by dive unit,
1184,Dallas #3,3130 W Red Bird Lane,Dallas,Texas,32.6748,-96.8722,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Property storage,"2003 report found 14,000 ug on backstop of range. Low levels found outside firing range: 16 ug/sq ft atop exit sign in drill hall and 14 ug on floor in drill hall."
1185,Dallas #5,1775 California Crossing Rd,Dallas,Texas,32.8680833,-96.9207251,No,No,2004,Unknown,Yes,,,Unknown,,Yes,Unused,"2004 report found 690 ug on rubber boots stored in inactive firing range. Also on floor in old range, on blanket, water coolers and MREs (24 ug/sq ft)."
1186,Decatur,RT3 Box 765,Decatur,Texas,33.2342834,-97.5861393,No,No,2009,Unknown,Yes,,,Unknown,,Yes,Unused,"2009 report found 120 on weapons vault floor. Inspectors didn't survey in old range, which was scheduled for renovation in 2010."
1187,Denison,1700 Loy Lake,Denison,Texas,33.740518,-96.56175,No,No,2007,Unknown,Yes,,,Unknown,,Yes,Unused,"2007 report found 47 ug on classroom window sill. Also 31 ug on drill hall floor. No survey in firing range in 2007 despite 2004 inspection that found 1,000,000 ug there."
1188,Ellington ANGB,1182 Ellington Field,Houston,Texas,29.6114664,-95.1715937,No,No,2007,Unknown,,,,Unknown,,Yes,Unused,"Didn't survey in old range, where high lead levels were found in 2003."
1189,Fort Worth #2,5104 Sandage Ave,Fort Worth,Texas,32.6717236,-97.3541532,Yes,Yes,2014,Yes,,142,Weapons vault,Yes,28 ug on drill floor,Yes,Gym and kitchen,
1190,Fort Worth #3,2101 Cobb Park Dr,Fort Worth,Texas,32.7225868,-97.2906138,Yes,Yes,2014,Yes,,330,Drill hall floor,Yes,,Yes,Storage,Inspection acknowledges lead in former firing range but did not test inside it.
1191,Gainsville,104 W Hird,Gainsville,Texas,33.6142931,-97.1470386,No,No,2004,Unknown,,,,Unknown,,Yes,Unused,
1192,Grand Prairie,1030 Lakecrest Dr,Grand Prairie,Texas,32.7325875,-96.9784571,Yes,Yes,2015,Yes,,968,Weapons vault,Yes,177 ug in a sergeant's office,Yes,Locked,
1193,Henderson,600 Sands St,Henderson,Texas,32.1633437,-94.8078943,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Unused,"2003 report found 67,000 ug on former firing range backstop. Also 580 ug on drill hall floor at serving station. Two other drill floor samples found lead."
1194,Killeen,3101 WS Young,Killeen,Texas,31.0847324,-97.7211652,Yes,Yes,2014,Unknown,,,,Unknown,,Yes,Unused,Didn't survey for lead.
1195,LaMarque,3006 Gulf Freeway,LaMarque,Texas,29.3635674,-94.9882728,No,No,2007,Unknown,Yes,,,Unknown,,Yes,Unused,"Found lead in 2003 survey, but didn't survey for it in 2007."
1196,Laredo,6001 Bob Bullock Loop,Laredo,Texas,27.5501904,-99.4511819,No,No,2007,Unknown,Yes,,,Unknown,,Yes,State Guard,2007 report found 47 ug on floor of firing range. Inspectors didn't survey outside firing range.
1197,Orange,4103 Meeks,Orange,Texas,30.125522,-93.752686,No,No,2004,Unknown,Yes,,,Unknown,,Yes,Unused,"2004 report found 1,170,000 ug on backstop of firing range. Lead also found in kitchen atop towel dispenser (57 ug/sqft), drill hall fire hose box (1140 ug sq/ft) and on grates/ductwork."
1198,Pasadena,2917 San Augustine,Pasadena,Texas,29.6890667,-95.1695778,No,No,2009,Unknown,,,,Unknown,,Yes,Equipment storage,"Lead found in earlier survey, unclear whether it was cleaned. No lead testing done in 2009 survey provided."
1199,Port Arthur,3451 57 St,Port Arthur,Texas,29.9305676,-93.9606019,No,No,2009,Unknown,,,,Unknown,,Yes,Unused,Lead found on drill floor and in firing range in 2004 survey but no testing done in 2009.
1200,Rosenberg,2020 Wallis Wehring Dr,Rosenberg,Texas,29.5272492,-95.8075947,Yes,Yes,2012,Yes,,187,Weapons vault,No,,Yes,Unused,Firing range built but never used.
1201,San Antonio #3,5500 IH 10 E,San Antonio,Texas,29.4133686,-98.4322331,Yes,Yes,2015,Yes,,106,Former firing range,Unknown,,Yes,Unused,
1202,Snyder,4401 El Paso,Snyder,Texas,32.704811,-100.9329168,No,No,2004,Unknown,Yes,,,Unknown,,Yes,Keys over to local college,"2004 report found 21,000 ug on wall of former firing range. Low levels on drill hall floor (14-21 ug/sq ft). Also found 4,300 ug/sq.ft. on ""top of a random surface in the armory."" Also on cabinet in admin office (43 ug)."
1203,Temple,8502 Airport Rd,Temple,Texas,31.1544049,-97.4195319,Yes,Yes,2015,No,,,,No,,Yes,Storage,
1204,Waco,2120 N New Road,Waco,Texas,31.5463206,-97.1847958,No,No,2009,Unknown,,,,Unknown,,Yes,Unused,Earlier survey found lead but this inspection did not look for it.
1205,Waxahachie,628 Grand Ave,Waxahachie,Texas,32.4057464,-96.8573624,Yes,Yes,2014,Yes,,82,Weapons vault,No,,Yes,"Office space, storage, gym",
1206,Weslaco,1100 vo-Tech Dr,Weslaco,Texas,26.1715402,-97.9652268,No,No,2011,Unknown,Yes,,,Unknown,,Yes,Unused,2011 report found 242 ug on firing range.
1207,Westhiemer (Houston-Addicks),15150 Westheimer Parkway,Houston,Texas,29.7367054,-95.6510837,Yes,Yes,2015,Yes,,49,Firing range,Unknown,,Yes,Unused,
1208,Wylie,700 N Spring Creek Pkwy,Wylie,Texas,33.0276705,-96.5110316,Yes,Yes,2014,Yes,,75,Weapons vault,No,,Yes,"Office, meeting area",
